Gene_acc,Gene_id,bsf_median,pcf_median,rank_bsf_median,rank_pcf_median,Desc,Protein IDs
393,Tb927.1.1680,6.0191385615643735,5.550453163751707,3892.0,2892.0,Transcription elongation factor 1 domain-containing protein,Tb927.1.1680:mRNA-p1
394,Tb927.1.1690,4.497254554090398,4.951766064460024,301.0,818.0,RNA-editing nuclease 1,Tb927.1.1690:mRNA-p1
395,Tb927.1.1700,5.835642238324777,5.858007069341675,3403.0,3936.0,"AATF protein, putative",Tb927.1.1700:mRNA-p1
396,Tb927.1.1710,5.920377769239428,5.204062328854142,3644.0,1656.0,"transmembrane protein, conserved",Tb927.1.1710:mRNA-p1
397,Tb927.1.1720,5.761239764236979,6.486596546390384,3217.0,5391.0,"cyclophilin 15, putative",Tb927.1.1720:mRNA-p1
398,Tb927.1.1730,6.146565597075922,6.0565952116907145,4180.0,4497.0,"Polyadenylation mediator complex protein PAMC1, putative",Tb927.1.1730:mRNA-p1
399,Tb927.1.1750,5.612480646069001,5.412460912219925,2817.0,2431.0,"conserved protein, unknown function",Tb927.1.1750:mRNA-p1
400,Tb927.1.1770,5.555665346478554,6.048695708617447,2641.0,4477.0,Dithiol glutaredoxin 2,Tb927.1.1770:mRNA-p1
401,Tb927.1.1790,5.822106797871221,5.914621804834493,3363.0,4131.0,"hypothetical PIN domain-containing protein, conserved",Tb927.1.1790:mRNA-p1
402,Tb927.1.180,7.303473549049844,7.285640861052719,6094.0,6239.0,"retrotransposon hot spot protein 1 (RHS1), putative",Tb927.1.180:mRNA-p1
403,Tb927.1.1820,5.348118696261384,4.9798585832877365,2148.0,892.0,hypothetical PIN domain-containing protein,Tb927.1.1820:mRNA-p1
404,Tb927.1.1840,5.452366927206574,4.910533319821194,2393.0,710.0,"conserved protein, unknown function",Tb927.1.1840:mRNA-p1
405,Tb927.1.1880,4.898817674764846,4.65781234889657,1026.0,275.0,WD40 repeat-containing protein,Tb927.1.1880:mRNA-p1
406,Tb927.1.1890,4.841248985286984,4.7148645596502625,911.0,351.0,Replication Factor C Subunit 1-related protein,Tb927.1.1890:mRNA-p1
407,Tb927.1.190,7.169696623399924,6.809250262063908,5956.0,5817.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.190:pseudogenic_transcript-p1
408,Tb927.1.1910,5.184126669695207,4.738483330345246,1715.0,385.0,MORN repeat-containing protein,Tb927.1.1910:mRNA-p1
409,Tb927.1.1920,4.7430727736361264,4.6478261998516555,713.0,258.0,"conserved protein, unknown function",Tb927.1.1920:mRNA-p1
410,Tb927.1.1930,5.215942756650595,4.9470694984738355,1790.0,800.0,"phosphatidylinositol 3-kinase, putative",Tb927.1.1930:mRNA-p1
411,Tb927.1.1960,6.096301698074426,5.649329243353194,4081.0,3208.0,"chaperone protein DnaJ, putative",Tb927.1.1960:mRNA-p1
412,Tb927.1.1980,5.212184715062728,5.708967296022264,1783.0,3428.0,"protein transport protein YIF1, putative",Tb927.1.1980:mRNA-p1
413,Tb927.1.1990,5.657737957865709,5.581144510527679,2962.0,2985.0,"Pre-mRNA-splicing factor 38, putative",Tb927.1.1990:mRNA-p1
414,Tb927.1.2100,7.147715956381787,6.875424372551133,5933.0,5898.0,Calpain-like protein 1.1,Tb927.1.2100:mRNA-p1
415,Tb927.1.2110,4.6149281342468464,6.200567879931044,492.0,4855.0,Calpain-like protein 1.2,Tb927.1.2110:mRNA-p1
416,Tb927.1.2120,6.483871220093031,6.237666937316253,4965.0,4927.0,Calpain-like protein CALP1.3,Tb927.1.2120:mRNA-p1
417,Tb927.1.2160,5.11507962371903,6.048898539036646,1536.0,4478.0,Small kinetoplastid calpain-related protein 1-5,Tb927.1.2160:mRNA-p1
418,Tb927.1.2190,5.452744201682959,4.767635069982695,2395.0,441.0,"Raptor N-terminal CASPase like domain containing protein, putative",Tb927.1.2190:mRNA-p1
419,Tb927.1.220,5.483418094716578,4.951138812052564,2459.0,815.0,"retrotransposon hot spot protein 1 (RHS1), putative",Tb927.1.220:mRNA-p1
420,Tb927.1.2210,6.720787522141668,6.149705548251319,5359.0,4732.0,"nucleosome assembly protein (NAP), putative",Tb927.1.2210:mRNA-p1
421,Tb927.1.2230,7.270161137099793,8.107757192769318,6060.0,6562.0,small myristoylated protein 1-1,Tb927.1.2230:mRNA-p1
422,Tb927.1.2260,7.733569062834421,7.975825181855189,6348.0,6530.0,small myristoylated protein 1-2,Tb927.1.2260:mRNA-p1
423,Tb927.1.2320,4.539521376604255,4.914798725621342,357.0,720.0,"hypothetical protein, conserved",Tb927.1.2320:mRNA-p1
424,Tb927.1.2400,9.471992111622276,8.73501718162531,6641.0,6634.0,alpha tubulin,Tb927.1.2400:mRNA-p1;Tb927.1.2380:mRNA-p1;Tb927.1.2360:mRNA-p1;Tb927.1.2340:mRNA-p1
425,Tb927.1.240,5.466185791770571,5.270962286516491,2427.0,1888.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.240:pseudogenic_transcript-p1
426,Tb927.1.2550,8.644226406673951,8.580458821628072,6612.0,6629.0,"histone H3, putative",Tb927.1.2550:mRNA-p1;Tb927.1.2530:mRNA-p1;Tb927.1.2510:mRNA-p1;Tb927.1.2490:mRNA-p1;Tb927.1.2470:mRNA-p1;Tb927.1.2450:mRNA-p1;Tb927.1.2430:mRNA-p1
427,Tb927.1.2570,7.023826293558142,6.367682469284806,5782.0,5170.0,coatomer beta subunit,Tb927.1.2570:mRNA-p1
428,Tb927.1.2580,6.145234865074004,5.837943339291547,4176.0,3859.0,exosome-associated protein 1,Tb927.1.2580:mRNA-p1
429,Tb927.1.2600,5.956436258429641,5.168288779008614,3729.0,1532.0,pumilio/PUF RNA binding protein 9,Tb927.1.2600:mRNA-p1
430,Tb927.1.2640,4.696656220343427,4.808122095258998,644.0,509.0,"hypothetical protein, conserved",Tb927.1.2640:mRNA-p1
431,Tb927.1.2670,7.534336256811664,6.754021753366636,6266.0,5764.0,paralyzed flagella 16,Tb927.1.2670:mRNA-p1
432,Tb927.1.2710,4.645178906550848,4.863108249655955,541.0,613.0,"hypothetical protein, conserved",Tb927.1.2710:mRNA-p1
433,Tb927.1.2730,6.1314278334333014,5.645283063350055,4149.0,3193.0,"conserved protein, unknown function",Tb927.1.2730:mRNA-p1
434,Tb927.1.2750,7.904576333528398,7.437270940079138,6428.0,6297.0,"hypothetical protein, conserved",Tb927.1.2750:mRNA-p1
435,Tb927.1.2770,4.814753574151741,5.2422794309539515,866.0,1781.0,"hypothetical protein, conserved",Tb927.1.2770:mRNA-p1
436,Tb927.1.2850,5.301479203169663,5.643796218376398,2018.0,3189.0,"pteridine transporter, putative",Tb927.1.2850:mRNA-p1;Tb927.1.2880:mRNA-p1;Tb927.1.2820:mRNA-p1
437,Tb927.1.2970,6.224258809423989,6.194093364055347,4371.0,4840.0,"hypothetical protein, conserved",Tb927.1.2970:mRNA-p1
438,Tb927.1.2980,4.222873572527203,5.012571157827883,85.0,998.0,"hypothetical protein, conserved",Tb927.1.2980:mRNA-p1
439,Tb927.1.2985,5.986724137230388,5.906952915297857,3802.0,4104.0,"ER protein Pkr1, putative",Tb927.1.2985:mRNA-p1
440,Tb927.1.2990,4.951661567667938,5.230344303573358,1135.0,1748.0,kinetoplast ribosomal PPR-repeat containing protein 2,Tb927.1.2990:mRNA-p1
441,Tb927.1.3000,6.74959607386628,6.341070900567127,5403.0,5126.0,"amidohydrolase, putative",Tb927.1.3000:mRNA-p1
442,Tb927.1.3010,6.267299766240805,6.171319158106143,4470.0,4777.0,"mRNA processing protein, putative",Tb927.1.3010:mRNA-p1
443,Tb927.1.3030,5.820886210530158,5.722554183478869,3359.0,3472.0,KREL2,Tb927.1.3030:mRNA-p1
444,Tb927.1.3040,4.371340777946255,5.028890369948648,174.0,1049.0,"hypothetical protein, conserved",Tb927.1.3040:mRNA-p1
445,Tb927.1.3050,5.871565160829869,5.18020055112202,3502.0,1573.0,"tRNA (Uracil-5-)-methyltransferase, putative",Tb927.1.3050:mRNA-p1
446,Tb927.1.3070,6.086298773989872,6.462662335391162,4061.0,5346.0,"hypothetical protein, conserved",Tb927.1.3070:mRNA-p1
447,Tb927.1.3110,6.928374306855059,6.722500060616309,5662.0,5723.0,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative",Tb927.1.3110:mRNA-p1
448,Tb927.1.3120,4.318474005997872,4.540311210505294,133.0,154.0,"Peptidase C50 separase, putative",Tb927.1.3120:mRNA-p1
449,Tb927.1.3150,4.677140743883085,6.173033345324534,601.0,4782.0,"hypothetical protein, conserved",Tb927.1.3150:mRNA-p1
450,Tb927.1.3170,6.371760143700281,7.059658458520481,4705.0,6058.0,"CHORD, putative",Tb927.1.3170:mRNA-p1
451,Tb927.1.3180,7.128193836494359,7.242046059797152,5911.0,6204.0,"40S ribosomal protein S11, putative",Tb927.1.3180:mRNA-p1
452,Tb927.1.320,5.587859091704932,5.10870696811695,2745.0,1339.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.320:pseudogenic_transcript-p1
453,Tb927.1.3200,7.426309175702418,7.260634598451867,6199.0,6220.0,"Suppressor of G2 allele of SKP1, putative",Tb927.1.3200:mRNA-p1
454,Tb927.1.3220,5.638684387576796,5.265834941509786,2907.0,1867.0,"TBC1 domain family member 20/GTPase, putative",Tb927.1.3220:mRNA-p1
455,Tb927.1.3230,4.846418120511603,4.96967896045673,922.0,863.0,"cell division cycle protein, putative",Tb927.1.3230:mRNA-p1
456,Tb927.1.3250,5.6803005928577175,5.190737196227238,3017.0,1612.0,"Domain of unknown function (DUF4456), putative",Tb927.1.3250:mRNA-p1
457,Tb927.1.3260,6.332804878341517,5.123975399673579,4618.0,1386.0,"hypothetical protein, conserved",Tb927.1.3260:mRNA-p1
458,Tb927.1.3270,5.912970173583098,5.627326272597859,3622.0,3135.0,"hypothetical protein, conserved",Tb927.1.3270:mRNA-p1
459,Tb927.1.3280,5.19329985286704,5.411858553771179,1737.0,2430.0,"septum formation protein MAF homologue, putative",Tb927.1.3280:mRNA-p1
460,Tb927.1.3290,3.998926290510377,4.924663608653368,4.0,747.0,"hypothetical protein, conserved",Tb927.1.3290:mRNA-p1
461,Tb927.1.330,6.046681199224094,6.005651753645011,3970.0,4372.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.330:pseudogenic_transcript-p1
462,Tb927.1.3300,6.5062316451746485,5.907673426329019,5011.0,4107.0,"Myotubularin-related protein, putative",Tb927.1.3300:mRNA-p1
463,Tb927.1.3310,7.256050151415776,6.831449824610244,6047.0,5845.0,"hypothetical protein, conserved",Tb927.1.3310:mRNA-p1
464,Tb927.1.3390,6.798599567198972,5.70074921510533,5469.0,3395.0,"Eukaryotic protein of unknown function (DUF866), putative",Tb927.1.3390:mRNA-p1
465,Tb927.1.3400,5.880291336126691,5.652259117725935,3531.0,3218.0,"hypothetical protein, conserved",Tb927.1.3400:mRNA-p1
466,Tb927.1.3410,5.296368195413579,5.504912914733534,2008.0,2718.0,"hypothetical protein, conserved",Tb927.1.3410.1:mRNA-p1;Tb927.1.3410.2:mRNA-p1
467,Tb927.1.3450,6.256828424695932,5.628778293397893,4441.0,3139.0,"hypothetical protein, conserved",Tb927.1.3450:mRNA-p1;Tb11.v5.0619.1-p1
468,Tb927.1.3560,4.406503823002998,4.669162613185892,206.0,290.0,"Centrosomal protein of 164 kDa, putative",Tb927.1.3560:mRNA-p1
469,Tb927.1.3670,5.038717853287269,5.136137019816715,1341.0,1436.0,"expression site-associated gene 8 (ESAG8) protein, putative",Tb927.1.3670:mRNA-p1
470,Tb927.1.370,4.597345945940821,4.923029596083268,459.0,741.0,"leucine-rich repeat protein (LRRP), putative",Tb927.1.370.2:mRNA-p1;Tb927.1.370.1:mRNA-p1
471,Tb927.1.3800,5.910905923067202,5.908909930096571,3617.0,4115.0,Present in the outer mitochondrial membrane proteome 18,Tb927.1.3800:mRNA-p1
472,Tb927.1.3810,6.143454410398061,5.6505574036734965,4171.0,3213.0,"hypothetical protein, conserved",Tb927.1.3810:mRNA-p1
473,Tb927.1.3820,7.266052548961248,6.806258210104466,6053.0,5810.0,"ATP synthase subunit, putative",Tb927.1.3820:mRNA-p1
474,Tb927.1.3830,7.998712157920798,6.5272888837507494,6460.0,5444.0,"glucose-6-phosphate isomerase, glycosomal",Tb927.1.3830:mRNA-p1
475,Tb927.1.3840,5.0209078168460435,6.296447289208319,1307.0,5044.0,"hypothetical protein, conserved",Tb927.1.3840:mRNA-p1
476,Tb927.1.3860,4.607930512774371,4.555373775554618,475.0,160.0,"hypothetical protein, conserved",Tb927.1.3860:mRNA-p1
477,Tb927.1.3880,4.715995764466033,5.1305938917592995,675.0,1417.0,"Fusaric acid resistance protein-like, putative",Tb927.1.3880:mRNA-p1
478,Tb927.1.3910,5.7142690378945185,5.6006678803171255,3116.0,3038.0,Anaphase-promoting complex subunit CDC23,Tb927.1.3910:mRNA-p1
479,Tb927.1.3940,4.088488032103136,4.261167337305757,21.0,18.0,"hypothetical protein, conserved",Tb927.1.3940:mRNA-p1
480,Tb927.1.3950,7.60507699912248,6.433836534468795,6304.0,5304.0,alanine aminotransferase,Tb927.1.3950:mRNA-p1
481,Tb927.1.4010,4.307389237945077,4.874174055121527,123.0,637.0,primase 2,Tb927.1.4010:mRNA-p1
482,Tb927.1.4040,5.754260947015735,4.938505925327999,3195.0,782.0,"hypothetical protein, conserved",Tb927.1.4040:mRNA-p1
483,Tb927.1.4050,6.5025627944360584,6.080164258657169,4999.0,4555.0,"ser/thr protein phosphatase, putative",Tb927.1.4050:mRNA-p1
484,Tb927.1.410,6.036370343168367,6.6034709169920145,3933.0,5554.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.410:pseudogenic_transcript-p1
485,Tb927.1.4100,4.8133220433153205,7.838788004371415,860.0,6491.0,cytochrome oxidase subunit IV,Tb927.1.4100:mRNA-p1
486,Tb927.1.4160,5.00033903036971,5.466079259544731,1268.0,2600.0,"hypothetical protein, conserved",Tb927.1.4160:mRNA-p1
487,Tb927.1.4180,6.429598369170529,6.20552110114839,4850.0,4865.0,"leucine-rich repeat protein (LRRP), putative",Tb927.1.4180:mRNA-p1
488,Tb927.1.420,5.072010108678201,5.1527616774570815,1415.0,1482.0,"retrotransposon hot spot protein 5 (RHS5), putative",Tb927.1.420:mRNA-p1
489,Tb927.1.4220,5.69554596409874,5.508229372529514,3064.0,2732.0,"Ydr279p protein family (RNase H2 complex component), putative",Tb927.1.4220.1:mRNA-p1;Tb927.1.4220.2:mRNA-p1
490,Tb927.1.4230,4.5375496461582125,5.852089669915077,352.0,3912.0,"hypothetical protein, conserved",Tb927.1.4230:mRNA-p1
491,Tb927.1.4250,5.42300842215071,4.934368313847165,2323.0,773.0,"hypothetical protein, conserved",Tb927.1.4250:mRNA-p1
492,Tb927.1.4280,6.6224757383287605,5.751944462044462,5204.0,3573.0,"hypothetical protein, conserved",Tb927.1.4280:mRNA-p1
493,Tb927.1.4300,4.479338707446106,4.837285077979958,274.0,564.0,"chaperone protein DnaJ, putative",Tb927.1.4300:mRNA-p1
494,Tb927.1.4310,7.242811368560086,6.822284685850061,6034.0,5832.0,Flagellum attachment zone protein 2,Tb927.1.4310:mRNA-p1
495,Tb927.1.4340,6.1612154686527205,5.262391191275384,4216.0,1852.0,"hypothetical protein, conserved",Tb927.1.4340:mRNA-p1
496,Tb927.1.4370,4.590465265007296,5.022054409592168,449.0,1037.0,"Putative integral membrane protein conserved region (DUF2404), putative",Tb927.1.4370:mRNA-p1
497,Tb927.1.4380,4.096674386530999,5.058554390797389,24.0,1156.0,"Putative integral membrane protein conserved region (DUF2404), putative",Tb927.1.4380:mRNA-p1
498,Tb927.1.4400,5.628156809776735,5.6834509390295365,2880.0,3325.0,"hypothetical protein, conserved",Tb927.1.4400:mRNA-p1
499,Tb927.1.4410,5.922502852067253,5.152069688838846,3648.0,1479.0,SUMO-interacting motif-containing protein,Tb927.1.4410:mRNA-p1
500,Tb927.1.4420,5.499630481651325,6.329438717618423,2497.0,5108.0,"ABC transporter, putative",Tb927.1.4420:mRNA-p1
501,Tb927.1.4450,4.982562553159665,4.588614144438902,1216.0,188.0,"calcium-activated potassium channel, putative",Tb927.1.4450:mRNA-p1
502,Tb927.1.4470,5.351573953187789,5.179052833091882,2159.0,1569.0,"hypothetical protein, conserved",Tb927.1.4470:mRNA-p1
503,Tb927.1.4480,4.5559629179674515,4.3119111077603405,385.0,31.0,"WD repeat and HMG-box DNA-binding protein, putative",Tb927.1.4480:mRNA-p1
504,Tb927.1.4490,7.44794041251961,6.740149238874968,6217.0,5747.0,"acetyltransferase, putative",Tb927.1.4490:mRNA-p1
505,Tb927.1.450,5.645810159324644,5.058327869314349,2926.0,1153.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.450:pseudogenic_transcript-p1
506,Tb927.1.4500,6.643253127535829,5.832974439613195,5236.0,3843.0,"SNARE associated Golgi protein, putative",Tb927.1.4500:mRNA-p1
507,Tb927.1.4520,4.376622287125149,5.206741007313489,180.0,1668.0,"Zinc finger, C3HC4 type (RING finger), putative",Tb927.1.4520:mRNA-p1
508,Tb927.1.4650,5.7632039828140575,5.150822582766865,3221.0,1475.0,cyclin-like F-box protein 2,Tb927.1.4650:mRNA-p1;Tb927.1.4600:mRNA-p1;Tb927.1.4560:mRNA-p1;Tb927.1.4630:mRNA-p1;Tb927.1.4580:mRNA-p1;Tb927.1.4540:mRNA-p1;Tb11.v5.0705.1-p1
509,Tb927.1.4680,6.02974081857079,5.781672046196259,3918.0,3660.0,Kinetochore interacting protein 6,Tb927.1.4680:mRNA-p1
510,Tb927.1.4690,6.887597827934456,6.5282681811822885,5609.0,5448.0,Protein arginine N-methyltransferase 1 catalytic subunit,Tb927.1.4690:mRNA-p1
511,Tb927.1.4700,4.760540685331864,5.305919232134754,756.0,2020.0,"hypothetical protein, conserved",Tb927.1.4700:mRNA-p1
512,Tb927.1.4710,5.662511244525867,5.160640977628169,2974.0,1509.0,"hypothetical protein, conserved",Tb927.1.4710:mRNA-p1
513,Tb927.1.4720,5.707194443315158,5.481043051555924,3098.0,2642.0,"SET domain containing protein, putative",Tb927.1.4720:mRNA-p1
514,Tb927.1.4730,5.229001887060305,5.125107703221183,1839.0,1395.0,"Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative",Tb927.1.4730:mRNA-p1
515,Tb927.1.4740,5.63919325601504,5.002137896834921,2908.0,969.0,"FAM91 N-terminus/FAM91 C-terminus, putative",Tb927.1.4740:mRNA-p1
516,Tb927.1.4760,5.723853391011561,5.0907634446131365,3130.0,1289.0,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative",Tb927.1.4760:mRNA-p1
517,Tb927.1.4780,4.942757953774745,4.873693850638596,1110.0,635.0,Alpha/beta hydrolase domain-containing protein,Tb927.1.4780:mRNA-p1
518,Tb927.1.4800,4.426354729242343,5.264501888373416,227.0,1861.0,"hypothetical protein, conserved",Tb927.1.4800:mRNA-p1
519,Tb927.1.4830,7.453966598562937,5.898426267683458,6221.0,4077.0,phospholipase A1,Tb927.1.4830:mRNA-p1
520,Tb927.1.4890,5.000893309541503,5.024966715805171,1270.0,1045.0,"expression site-associated gene 2 (ESAG2) protein, putative",Tb927.1.4890:mRNA-p1
521,Tb927.1.4900,6.795199014954701,5.796940088197883,5464.0,3720.0,"expression site-associated gene 11 (ESAG11) protein, putative",Tb927.1.4900:mRNA-p1;gene-Tb427.BES40.19
522,Tb927.1.5000,6.944595720122134,6.881767845634733,5691.0,5906.0,"hypothetical protein, conserved",Tb927.1.5000:mRNA-p1
523,Tb927.1.5030,6.24912695599208,5.550450284546727,4422.0,2891.0,"leucine-rich repeat protein (LRRP), putative",Tb927.1.5030:mRNA-p1
524,Tb927.1.5100,5.420279319131475,5.354162874236278,2315.0,2198.0,"expression site-associated gene 2 (ESAG2) protein, putative",Tb927.1.5100:mRNA-p1
525,Tb927.1.5110,5.794940487943785,5.066790320572208,3300.0,1184.0,"expression site-associated gene 11 (ESAG11) protein, putative",Tb927.1.5110:mRNA-p1
526,Tb927.1.5120,5.04077616304721,5.50730512421503,1343.0,2727.0,"expression site-associated gene 1 (ESAG1) protein, putative",Tb927.1.5120:mRNA-p1
527,Tb927.1.5170,5.856636673264912,5.196674524140514,3456.0,1630.0,"variant surface glycoprotein (VSG)-related, putative",Tb927.1.5170:mRNA-p1
528,Tb927.1.530,4.6367960970533035,5.578471572179872,526.0,2979.0,"hypothetical protein, conserved",Tb927.1.530.2:mRNA-p1
529,Tb927.1.540,5.675549644483614,5.706277475778559,3005.0,3416.0,"DNA-directed RNA polymerase III, putative",Tb927.1.540:mRNA-p1;Tb927.6.5190:pseudogenic_transcript-p1;Tb927.1.60:pseudogenic_transcript-p1
530,Tb927.1.560,5.094010875012619,5.286886072369805,1475.0,1948.0,"WD domain, G-beta repeat, putative",Tb927.1.560:mRNA-p1
531,Tb927.1.570,4.953214460879732,5.522693213347553,1139.0,2798.0,"Histone-lysine N-methyltransferase, H3 lysine-76 specific",Tb927.1.570:mRNA-p1
532,Tb927.1.600,4.7020765010160686,5.170920304983689,655.0,1541.0,"phosphate-repressible phosphate permease, putative",Tb927.1.600:mRNA-p1
533,Tb927.1.610,4.613781191620919,5.114338521527642,483.0,1357.0,"hypothetical protein, conserved",Tb927.1.610:mRNA-p1
534,Tb927.1.630,6.03283802741397,5.608177104441545,3923.0,3061.0,histone chaperone ASF1A,Tb927.1.630:mRNA-p1
535,Tb927.1.640,5.670175594293374,4.516456309674687,2989.0,142.0,BRCA2,Tb927.1.640:mRNA-p1
536,Tb927.1.650,5.803255870389605,5.582237168646697,3318.0,2987.0,"conserved protein, unknown function",Tb927.1.650:mRNA-p1
537,Tb927.1.670,6.158550496720996,5.898582795667277,4207.0,4078.0,"conserved protein, unknown function",Tb927.1.670:mRNA-p1
538,Tb927.1.690,6.115710866294685,5.372352465848284,4122.0,2272.0,"hypothetical protein, conserved",Tb927.1.690:mRNA-p1
539,Tb927.1.700,8.541098323172603,7.664330869584585,6604.0,6420.0,phosphoglycerate kinase,Tb927.1.700:mRNA-p1
540,Tb927.1.710,7.018459871477361,7.316445800544533,5776.0,6252.0,phosphoglycerate kinase,Tb927.1.710:mRNA-p1
541,Tb927.1.720,6.3597270378213775,6.821631102296095,4681.0,5831.0,phosphoglycerate kinase,Tb927.1.720:mRNA-p1
542,Tb927.1.730,4.8532480184227165,5.149054412999038,933.0,1468.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative",Tb927.1.730:mRNA-p1
543,Tb927.1.740,6.045473319962944,5.998589682792846,3965.0,4353.0,phosphatidylinositol-4-phosphate 5-kinase related,Tb927.1.740:mRNA-p1
544,Tb927.1.750,6.055716195377449,5.521095611142422,3991.0,2796.0,Metal-binding domain-containing protein,Tb927.1.750:mRNA-p1
545,Tb927.1.760,4.5562945373018975,4.485544665082931,388.0,118.0,wd40 repeat domain-containing protein,Tb927.1.760:mRNA-p1
546,Tb927.1.790,5.0087382339054605,4.932637646578708,1281.0,769.0,"hypothetical transmembrane protein, conserved",Tb927.1.790:mRNA-p1;Tb11.v5.0524.1-p1
547,Tb927.1.830,4.716025726162048,4.793120026856723,676.0,478.0,"hypothetical protein, conserved",Tb927.1.830.1:mRNA-p1;Tb11.v5.0550.1-p1;Tb927.1.830.2:mRNA-p1
548,Tb927.1.840,5.148527259978255,6.76269798184148,1638.0,5773.0,"transmembrane protein, putative",Tb927.1.840:mRNA-p1
549,Tb927.1.860,6.917106480423495,6.383142286650592,5651.0,5207.0,"transmembrane protein, putative",Tb927.1.860:mRNA-p1
550,Tb927.1.870,5.962915242473981,5.442435058659389,3748.0,2526.0,deoxyhypusine synthase,Tb927.1.870:mRNA-p1
551,Tb927.1.880,5.211891995089046,5.244045781679281,1782.0,1787.0,"Midasin, putative",Tb927.1.880:mRNA-p1;Tb11.v5.0419.1-p1;Tb11.v5.0418.1-p1
552,Tb927.1.90,6.382023139194175,6.776120009311937,4724.0,5782.0,"retrotransposon hot spot protein (RHS, pseudogene), putative",Tb927.1.90:pseudogenic_transcript-p1
553,Tb927.1.990,6.726163219424696,6.425258922504878,5369.0,5292.0,Enkuring domain-containig protein,Tb927.1.990:mRNA-p1
554,Tb927.10.10000,5.914332194455264,5.634627985548382,3628.0,3162.0,"hypothetical protein, conserved",Tb927.10.10000:mRNA-p1
555,Tb927.10.10010,6.932011128283958,6.656523957453168,5671.0,5632.0,"mRNA turnover protein 4 homolog, putative",Tb927.10.10010:mRNA-p1
556,Tb927.10.10030,7.510819208810414,7.639574350761224,6246.0,6414.0,"hypothetical protein, conserved",Tb927.10.10030:mRNA-p1
557,Tb927.10.10050,5.195222225735572,4.93354463260101,1739.0,770.0,"hypothetical protein, conserved",Tb927.10.10050:mRNA-p1
558,Tb927.10.10070,4.944573518514319,5.170431315833376,1119.0,1538.0,"hypothetical protein, conserved",Tb927.10.10070:mRNA-p1
559,Tb927.10.10080,6.498153219675911,6.345948387242912,4990.0,5135.0,"hypothetical protein, conserved",Tb927.10.10080:mRNA-p1
560,Tb927.10.10090,5.354545674835236,5.0219557421664,2169.0,1036.0,Component of motile flagella 14,Tb927.10.10090:mRNA-p1
561,Tb927.10.10110,5.68401000364295,5.175787329544764,3030.0,1559.0,"PIG-P, putative",Tb927.10.10110:mRNA-p1
562,Tb927.10.10120,5.423971497175168,5.631952572301099,2325.0,3150.0,"hypothetical protein, conserved",Tb927.10.10120:mRNA-p1
563,Tb927.10.10130,5.556679183202373,5.437812601199521,2644.0,2505.0,RNA editing mediator complex protein 1,Tb927.10.10130:mRNA-p1
564,Tb927.10.10140,7.895569062999397,7.116704459733978,6425.0,6103.0,"paraflagellar rod component, putative",Tb927.10.10140:mRNA-p1
565,Tb927.10.10150,4.139144466128405,4.399067117669591,49.0,68.0,"hypothetical protein, conserved",Tb927.10.10150:mRNA-p1
566,Tb927.10.10160,6.0999089129234125,5.395277490829431,4087.0,2363.0,Kinetoplast polyadenylation factor 4,Tb927.10.10160:mRNA-p1
567,Tb927.10.10170,5.788228332800946,5.7202707255115275,3288.0,3464.0,"pre-mRNA splicing factor 46, putative",Tb927.10.10170:mRNA-p1
568,Tb927.10.10180,5.295602582411914,5.42603196276233,2007.0,2476.0,"Miro-like protein, putative",Tb927.10.10180:mRNA-p1
569,Tb927.10.10190,4.806161303309771,4.646215444380585,852.0,252.0,Leucine-rich repeat domain containing protein,Tb927.10.10190:mRNA-p1
570,Tb927.10.10200,5.036220559124852,5.070350688379213,1338.0,1204.0,"hypothetical protein, conserved",Tb927.10.10200:mRNA-p1
571,Tb927.10.10280,5.868742522842375,5.774740452856114,3492.0,3638.0,"microtubule-associated protein, putative",Tb927.10.10280:mRNA-p1
572,Tb927.10.10320,7.041538621997726,6.627119703006341,5805.0,5581.0,"dynein light chain Tctex-type, putative",Tb927.10.10320:mRNA-p1
573,Tb927.10.10330,5.709683320600869,5.463827067383217,3104.0,2590.0,Anaphase-promoting complex subunit CDC27,Tb927.10.10330:mRNA-p1
574,Tb927.10.10340,6.173507172870669,5.714640643005165,4242.0,3445.0,"structural maintenance of chromosome 2, putative",Tb927.10.10340:mRNA-p1
575,Tb927.10.10350,5.838472285311814,5.660805111057054,3414.0,3251.0,"STE/STE11 serine/threonine-protein kinase, putative",Tb927.10.10350:mRNA-p1
576,Tb927.10.10370,6.939490693804833,5.482244241485989,5679.0,2645.0,"hypothetical protein, conserved",Tb927.10.10370:mRNA-p1;Tb927.10.10290:mRNA-p1
577,Tb927.10.10380,5.384544186991658,5.417973137494372,2237.0,2457.0,"ATP-dependent DEAD/H RNA helicase, putative",Tb927.10.10380:mRNA-p1
